"year","zone","type","measure","value"
"2009","S01001815","Detached","Count",123
"2006","S01001815","Detached","Count",123
"2012","S01001815","Detached","Count",123
"2008","S01001815","Unknown","Ratio",0
"2008","S01001815","Terraced","Ratio","0.56"
"2011","S01001815","Terraced","Ratio","0.56"
"2007","S01001815","Unknown","Ratio",0
"2011","S01001815","Unknown","Ratio",0
"2006","S01001815","Unknown","Ratio",0
"2007","S01001815","Semi-Detached","Ratio","53.24"
"2013","S01001815","Unknown","Ratio",0
"2006","S01001815","Semi-Detached","Ratio","53.24"
"2009","S01001815","Unknown","Ratio",0
"2007","S01001815","Flats","Ratio","11.55"
"2012","S01001815","Semi-Detached","Ratio","53.24"
"2010","S01001815","Flats","Ratio","11.55"
"2012","S01001815","Unknown","Ratio",0
"2010","S01001815","Unknown","Ratio",0
"2012","S01001815","Terraced","Ratio","0.56"
"2006","S01001815","Terraced","Ratio","0.56"
"2013","S01001815","Detached","Ratio","34.65"
"2009","S01001815","Detached","Ratio","34.65"
"2009","S01001815","Flats","Ratio","11.55"
"2006","S01001815","Flats","Ratio","11.55"
"2013","S01001815","Flats","Ratio","11.55"
"2007","S01001815","Detached","Ratio","34.65"
"2012","S01001815","Detached","Ratio","34.65"
"2013","S01001815","Terraced","Ratio","0.56"
"2011","S01001815","Detached","Ratio","34.65"
"2013","S01001815","Semi-Detached","Ratio","53.24"
"2009","S01001815","Semi-Detached","Ratio","53.24"
"2006","S01001815","Detached","Ratio","34.65"
"2008","S01001815","Detached","Ratio","34.65"
"2008","S01001815","Flats","Ratio","11.55"
"2010","S01001815","Detached","Ratio","34.65"
"2009","S01001815","Terraced","Ratio","0.56"
"2012","S01001815","Flats","Ratio","11.55"
"2011","S01001815","Flats","Ratio","11.55"
"2007","S01001815","Terraced","Ratio","0.56"
"2010","S01001815","Semi-Detached","Ratio","53.24"
"2008","S01001815","Semi-Detached","Ratio","53.24"
"2010","S01001815","Terraced","Ratio","0.56"
"2011","S01001815","Semi-Detached","Ratio","53.24"
"2013","S01001816","Detached","Count",251
"2011","S01001816","Detached","Count",250
